fy,lea,district,geo_level,grades,grades_level,student_group,student_group_level,indicator_category,indicator,printing,denominator_cnt,measure_cnt,measure_pct,value_type,doc_id
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,CONTEXT,Student Enrollment,1,1042,151,14.499999999999998,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,14,3,21.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,14,7,50.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,14,10,71.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of mathematics coursework,1,8,8,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of science and technology/engineering coursework,1,8,8,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,9th graders completing and passing all courses,1,12,9,75.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,High school graduates who completed MassCore,1,14,11,78.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education director FTE,1,,,1.0,FTE,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education paraprofessionals per 100 SWD,1,14,129,10.9,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education service FTE per 100 SWD,1,1,129,1.3,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education support FTE per 100 SWD,1,1,129,1.3,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education teachers per 100 SWD,1,3,129,0.4,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,4-year cohort graduation rate,1,10,,90.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,9th to 10th grade promotion rate (first-time 9th graders only),1,10,10,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Annual dropout rate,1,35,0,0.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Chronically absent rate (% of students absent 10% or more each year),1,173,39,22.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Student attendance rate,1,173,,92.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Students absent 10 or more days each year,1,173,88,50.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Students suspended in-school at least once,1,163,2,1.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Students suspended out-of-school at least once,1,163,1,0.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,93,85,91.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,142,106,75.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,106,93,88.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),SAT average score - Mathematics,1,86,,615.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),SAT average score - Reading,1,86,,647.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,CONTEXT,Student Enrollment,1,1042,891,85.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,66,0,0.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,66,55,83.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,66,55,83.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of mathematics coursework,1,71,70,98.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of science and technology/engineering coursework,1,71,64,90.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,9th to 10th grade promotion rate (first-time 9th graders only),1,66,64,97.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Chronically absent rate (% of students absent 10% or more each year),1,878,96,10.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Student attendance rate,1,878,,94.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Students absent 10 or more days each year,1,878,298,33.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Students suspended in-school at least once,1,874,0,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,STUDENT OUTCOMES,Students suspended out-of-school at least once,1,874,1,0.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 10),1,116,,53.6,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 10),1,115,,53.7,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grade 10),1,120,80,67.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grade 10),1,119,72,61.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grade 10),1,114,72,63.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 10),1,6,,,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 10),1,6,,,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grade 10),1,8,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grade 10),1,8,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grade 10),1,8,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 10),1,110,,53.3,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 10),1,109,,53.5,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grade 10),1,112,78,70.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grade 10),1,111,70,63.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 10,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grade 10),1,106,71,67.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 12,subset,All Students,all,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,74,65,87.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 12,subset,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,102,9,8.799999999999999,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 12,subset,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,102,65,63.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 12,subset,All Students,all,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,102,74,72.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 12,subset,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,5,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 12,subset,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,10,2,20.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 12,subset,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,10,3,30.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 12,subset,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,10,5,50.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 12,subset,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,69,61,88.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 12,subset,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,92,7,7.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 12,subset,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,92,62,67.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grade 12,subset,Students without Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,92,69,75.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 3-8),1,588,,52.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 3-8),1,588,,56.3,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grades 3-8),1,721,284,39.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grades 3-8),1,722,331,46.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,All Students,all,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grades 5 and 8),1,272,141,52.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 3-8),1,103,,47.4,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 3-8),1,103,,53.9,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grades 3-8),1,127,17,13.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grades 3-8),1,127,14,11.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,Students with Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grades 5 and 8),1,57,15,26.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - ELA (Grades 3-8),1,485,,53.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Average student growth percentiles (SGP) - Math (Grades 3-8),1,485,,56.8,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on ELA (Grades 3-8),1,593,267,45.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Math (Grades 3-8),1,594,316,53.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 3-8,subset,Students without Disabilities,detail,ASSESSMENTS (Next Gen MCAS),Meeting or exceeding expectations on Science (Grades 5 and 8),1,215,126,59.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 9-12,subset,All Students,all,STUDENT OUTCOMES,5-year cohort graduation rate,1,109,,93.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,Grades 9-12,subset,Students with Disabilities,detail,STUDENT OUTCOMES,5-year cohort graduation rate,1,16,,62.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,81,69,85.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,209,104,50.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,96,81,84.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),SAT average score - Mathematics,1,61,,577.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),SAT average score - Reading,1,61,,576.0,Average,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,CONTEXT,Stability rate (enrolled all year),1,1584,1544,97.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,CONTEXT,Student Enrollment,1,1589,1589,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,102,9,8.799999999999999,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,102,68,66.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,102,77,75.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,PROGRAM OF STUDY,12th graders passing a full year of mathematics coursework,1,105,87,82.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,PROGRAM OF STUDY,12th graders passing a full year of science and technology/engineering coursework,1,105,47,44.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,PROGRAM OF STUDY,9th graders completing and passing all courses,1,123,111,90.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,PROGRAM OF STUDY,High school graduates who completed MassCore,1,102,102,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,4-year cohort graduation rate,1,109,,93.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,9th to 10th grade promotion rate (first-time 9th graders only),1,117,108,92.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,Annual dropout rate,1,449,1,0.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,Chronically absent rate (% of students absent 10% or more each year),1,1613,233,14.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,Student attendance rate,1,1613,,94.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,Students absent 10 or more days each year,1,1613,637,39.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,Students suspended in-school at least once,1,1618,24,1.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,Students suspended out-of-school at least once,1,1618,20,1.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,24,0,0.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,CONTEXT,Stability rate (enrolled all year),1,262,256,97.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,CONTEXT,Student Enrollment,1,1589,233,14.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,10,2,20.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,10,3,30.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,10,5,50.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of mathematics coursework,1,12,11,91.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,12th graders passing a full year of science and technology/engineering coursework,1,12,5,41.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,9th graders completing and passing all courses,1,19,14,73.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,PROGRAM OF STUDY,High school graduates who completed MassCore,1,10,10,100.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education director FTE,1,,,0.8,FTE,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education paraprofessionals per 100 SWD,1,23,224,10.3,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education service FTE per 100 SWD,1,1,224,2.2,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education support FTE per 100 SWD,1,1,224,2.2,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,SPECIAL EDUCATION STAFF,Special education teachers per 100 SWD,1,1,224,2.2,FTE per 100 SWD,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,4-year cohort graduation rate,1,16,,62.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,9th to 10th grade promotion rate (first-time 9th graders only),1,14,13,92.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Annual dropout rate,1,44,1,2.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Chronically absent rate (% of students absent 10% or more each year),1,260,58,22.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Student attendance rate,1,260,,92.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Students absent 10 or more days each year,1,260,119,45.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Students suspended in-school at least once,1,273,11,4.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Students suspended out-of-school at least once,1,273,8,2.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,81,69,85.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,185,104,56.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2024,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,96,81,84.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
