fy,level,func_cat_code,func_code,func_desc,districts,gen_fund_total,grants_revolving_total,total,grant_share,per_pupil_basis,per_pupil_min,per_pupil_p25,per_pupil_median,per_pupil_p75,per_pupil_max,lunenburg_per_pupil,lunenburg_rank_of_districts,doc_id
2019,category,LDRS,LDRS,Instructional Leadership,320,917662245,70958391,988620636,0.0718,"per pupil, in-district FTE",229,848.8,1027.5,1331.5,3291,751,284 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2019,category,MATL,MATL,"Instructional Materials, Equipment and Technology",320,277058971,157318131,434377106,0.3622,"per pupil, in-district FTE",97,290.8,388.0,622.2,2431,147,313 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2019,category,ODTR,ODTR,Out-of-district Transportation,279,157879083,0,157879083,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2019,category,OPMN,OPMN,Operations and Maintenance,319,1122578443,42431921,1165010357,0.0364,"per pupil, in-district FTE",36,1108.0,1345.0,1647.5,5512,967,286 of 319,sources/state-dese/district-expenditures-by-function.xlsx
2019,category,PDEV,PDEV,Professional Development,319,101226834,44728143,145954978,0.3065,"per pupil, in-district FTE",5,70.5,125.0,195.0,798,76,230 of 319,sources/state-dese/district-expenditures-by-function.xlsx
2019,category,SERV,SERV,Pupil Services,320,1002442472,557376799,1559819270,0.3573,"per pupil, in-district FTE",920,1356.5,1591.0,1942.0,4447,1212,276 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2019,category,TCHR,TCHR,Teachers,320,5470947411,332227247,5803174652,0.0572,"per pupil, in-district FTE",3696,5653.0,6322.0,7385.2,15279,5205,293 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2019,category,TSER,TSER,Other Teaching Services,320,1112689099,151710923,1264400022,0.1200,"per pupil, in-district FTE",215,1092.8,1360.0,1731.0,6421,1322,177 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,ADMN,1110,School Committee,316,24372621,311558,24684179,0.0126,"per pupil, in-district FTE",0,6.0,15.0,34.2,345,3,282 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,ADMN,1210,Superintendent,319,85238108,1564735,86802843,0.0180,"per pupil, in-district FTE",14,85.0,129.0,207.0,823,127,163 of 319,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,ADMN,1220,Assistant Superintendents,160,34691641,578317,35269956,0.0164,"per pupil, in-district FTE",0,35.0,52.0,73.2,216,,,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,ADMN,1230,Other District-Wide Administration,170,36749365,10002736,46752098,0.2140,"per pupil, in-district FTE",0,12.2,37.5,74.0,2136,15,122 of 170,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,ADMN,1410,Business and Finance,317,171235049,2184180,173419229,0.0126,"per pupil, in-district FTE",23,154.0,222.0,301.0,1666,199,179 of 317,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,ADMN,1420,Human Resources and Benefits,236,41510310,658672,42168983,0.0156,"per pupil, in-district FTE",0,23.5,40.5,64.5,361,32,147 of 236,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,ADMN,1430,Legal Service for School Committee,305,21380786,114099,21494884,0.0053,"per pupil, in-district FTE",0,13.0,23.0,38.0,185,30,119 of 305,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,ADMN,1435,Legal Settlements,60,5110858,33394,5144252,0.0065,"per pupil, in-district FTE",0,6.0,11.0,23.2,153,,,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,ADMN,1450,Administrative Technology-Districtwide,274,47048575,2869261,49917836,0.0575,"per pupil, in-district FTE",0,26.2,47.0,87.5,510,164,24 of 274,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,BENE,5100,Employer Retirement Contributions,316,439637986,15804130,455442119,0.0347,"per pupil, in-district FTE",26,394.8,535.0,666.0,4080,254,298 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,BENE,5150,Employee Separation Costs,260,37730218,4377749,42107969,0.1040,"per pupil, in-district FTE",0,10.0,25.0,48.0,315,27,121 of 260,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,BENE,5200,Insurance for Active Employees,320,1517912202,43995724,1561907925,0.0282,"per pupil, in-district FTE",471,1350.8,1730.0,2188.0,9301,1868,130 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,BENE,5250,Insurance for Retired School Employees,312,462945262,707607,463652869,0.0015,"per pupil, in-district FTE",18,306.5,454.0,646.5,5155,602,89 of 312,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,BENE,5260,Other Non-Employee Insurance,306,63754002,122635,63876636,0.0019,"per pupil, in-district FTE",0,46.0,82.0,145.0,1742,92,135 of 306,sources/state-dese/district-expenditures-by-function.xlsx
2019,detail,BENE,5300,Rental Lease of Equipment,96,8223205,194265,8417469,0.0231,"per pupil, in-district FTE",0,12.8,28.0,44.2,932,,,sources/state-dese/district-expenditures-by-function.xlsx
