fy,lea,district,level,func_cat_code,func_cat_desc,func_code,func_desc,in_out_dist,gen_fund,grants_revolving,total,per_pupil,reconciles,doc_id
2011,00190000,Ayer,detail,SERV,Pupil Services,3600,School Security,In-District,0,18,18,0,,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,category,SERV,Pupil Services,SERV,Pupil Services,,352665,529853,882518,955,yes,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,detail,TCHR,Teachers,2305,"Teachers, Classroom",In-District,3345914,1414454,4760368,5151,,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,detail,TCHR,Teachers,2310,"Teachers, Specialists",In-District,934505,33909,968414,1048,,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,category,TCHR,Teachers,TCHR,Teachers,,4280419,1448363,5728782,6199,yes,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,detail,TSER,Other Teaching Services,2320,Medical/ Therapeutic Services,In-District,0,163234,163234,177,,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,detail,TSER,Other Teaching Services,2325,Substitute Teachers,In-District,46850,0,46850,51,,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,detail,TSER,Other Teaching Services,2330,Paraprofessionals,In-District,186967,371164,558131,604,,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,detail,TSER,Other Teaching Services,2340,Librarians/Media Center Directors,In-District,71949,0,71949,78,,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,category,TSER,Other Teaching Services,TSER,Other Teaching Services,,305766,534398,840164,909,yes,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,total,TTPP,"Expenditure (Admin, Instruction, Operations)",TTPP,"Expenditure (Admin, Instruction, Operations)",,13682179,3461150,17143330,13131,yes,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,detail,TUIT,Payments to Out-of-District Schools,9100,Tuition to Mass. Schools,Out-of-District,845742,0,845742,0,,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,detail,TUIT,Payments to Out-of-District Schools,9110,Tuition for School Choice,Out-of-District,292176,0,292176,0,,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,detail,TUIT,Payments to Out-of-District Schools,9120,Tuition to Commonwealth Charter Schools,Out-of-District,474640,0,474640,0,,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,detail,TUIT,Payments to Out-of-District Schools,9300,Tuition to Non-Public Schools,Out-of-District,789088,329203,1118291,0,,sources/state-dese/district-expenditures-by-function.xlsx
2011,00190000,Ayer,detail,TUIT,Payments to Out-of-District Schools,9400,Tuition to Collaboratives,Out-of-District,310331,0,310331,0,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,ADMN,Administration,1210,Superintendent,In-District,208764,0,208764,164,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,ADMN,Administration,1230,Other District-Wide Administration,In-District,17592,0,17592,14,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,ADMN,Administration,1410,Business and Finance,In-District,209921,0,209921,165,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,ADMN,Administration,1430,Legal Service for School Committee,In-District,10715,0,10715,8,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,category,ADMN,Administration,ADMN,Administration,,446993,0,446993,350,yes,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,BENE,"Insurance, Retirement Programs and Other",5100,Employer Retirement Contributions,In-District,139465,0,139465,109,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,BENE,"Insurance, Retirement Programs and Other",5200,Insurance for Active Employees,In-District,1229163,188029,1417192,1111,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,BENE,"Insurance, Retirement Programs and Other",5250,Insurance for Retired School Employees,In-District,432991,0,432991,340,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,BENE,"Insurance, Retirement Programs and Other",5260,Other Non-Employee Insurance,In-District,122115,0,122115,96,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,category,BENE,"Insurance, Retirement Programs and Other",BENE,"Insurance, Retirement Programs and Other",,1923734,188029,2111763,1656,yes,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,GUID,"Guidance, Counseling and Testing",2710,Guidance incl Adjustment Counselors,In-District,322420,0,322420,253,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,category,GUID,"Guidance, Counseling and Testing",GUID,"Guidance, Counseling and Testing",,322420,0,322420,253,yes,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,rollup,IIII,In-district Expenditure,IIII,In-district Expenditure,,11842891,2952365,14795257,11601,yes,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,LDRS,Instructional Leadership,2110,Curriculum Directors  (Supervisory),In-District,176991,0,176991,139,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,LDRS,Instructional Leadership,2120,Department Heads  (Non-Supervisory),In-District,0,66090,66090,52,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,LDRS,Instructional Leadership,2210,School Leadership,In-District,527399,0,527399,414,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,LDRS,Instructional Leadership,2220,Curriculum/Dept Leaders (School Level),In-District,127471,230236,357707,280,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,LDRS,Instructional Leadership,2250,Admin. Technology (School Level),In-District,140925,0,140925,111,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,LDRS,Instructional Leadership,2315,Instructional Coordinators (Non-Supervisory),In-District,98593,0,98593,77,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,category,LDRS,Instructional Leadership,LDRS,Instructional Leadership,,1071379,296326,1367705,1072,yes,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,MATL,"Instructional Materials, Equipment and Technology",2410,"Textbooks, Related Software/Media/Matls",In-District,45052,44441,89493,70,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,MATL,"Instructional Materials, Equipment and Technology",2415,Other Instructional Matls (Libraries),In-District,68612,5035,73647,58,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,MATL,"Instructional Materials, Equipment and Technology",2420,Instructional Equipment,In-District,2502,7551,10053,8,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,MATL,"Instructional Materials, Equipment and Technology",2430,General Classroom Supplies,In-District,0,251117,251117,197,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,MATL,"Instructional Materials, Equipment and Technology",2440,Other Instructional Services,In-District,12788,410956,423744,332,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,MATL,"Instructional Materials, Equipment and Technology",2453,Other Instructional Hardware (Libraries),In-District,6004,0,6004,5,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,MATL,"Instructional Materials, Equipment and Technology",2455,Instructional Software,In-District,12916,0,12916,10,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,category,MATL,"Instructional Materials, Equipment and Technology",MATL,"Instructional Materials, Equipment and Technology",,147874,719100,866975,680,yes,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,category,ODTR,Out-of-district Transportation,ODTR,Out-of-district Transportation,,264394,0,264394,0,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,rollup,OODD,Out-of-district Expenditure,OODD,Out-of-district Expenditure,,1622671,575000,2197671,0,yes,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,OPMN,Operations and Maintenance,4110,Custodial Services,In-District,451912,11523,463435,363,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,OPMN,Operations and Maintenance,4120,Heating of Buildings,In-District,170517,0,170517,134,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,OPMN,Operations and Maintenance,4130,Utility Services,In-District,222624,0,222624,175,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,OPMN,Operations and Maintenance,4210,Maintenance of Grounds,In-District,69326,0,69326,54,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,OPMN,Operations and Maintenance,4220,Maintenance of Buildings,In-District,10650,138,10788,8,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,OPMN,Operations and Maintenance,4300,Extraordinary Maintenance,In-District,115663,0,115663,91,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,category,OPMN,Operations and Maintenance,OPMN,Operations and Maintenance,,1040691,11661,1052352,825,yes,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,PDEV,Professional Development,2353,Instructional Staff-Professional Days,In-District,262085,0,262085,206,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,PDEV,Professional Development,2355,Substitutes for Prof. Development,In-District,9440,0,9440,7,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,PDEV,Professional Development,2357,"Prof. Dev. Stipends, Providers, Expenses",In-District,77608,52177,129785,102,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,category,PDEV,Professional Development,PDEV,Professional Development,,349133,52177,401310,315,yes,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,SERV,Pupil Services,3200,Medical/Health Services,In-District,118908,0,118908,93,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,SERV,Pupil Services,3300,Transportation Services,In-District,175993,70000,245993,193,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,SERV,Pupil Services,3400,Food Services,In-District,0,548760,548760,430,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,SERV,Pupil Services,3510,Athletics,In-District,0,261344,261344,205,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,SERV,Pupil Services,3520,Other Student Activities,In-District,34025,0,34025,27,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,category,SERV,Pupil Services,SERV,Pupil Services,,328926,880104,1209030,948,yes,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,TCHR,Teachers,2305,"Teachers, Classroom",In-District,5031245,633293,5664538,4442,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,TCHR,Teachers,2310,"Teachers, Specialists",In-District,218117,0,218117,171,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,category,TCHR,Teachers,TCHR,Teachers,,5249362,633293,5882655,4613,yes,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,TSER,Other Teaching Services,2320,Medical/ Therapeutic Services,In-District,149809,0,149809,117,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,TSER,Other Teaching Services,2325,"Substitutes, Short-Term",In-District,140801,0,140801,110,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,TSER,Other Teaching Services,2330,Paraprofessionals,In-District,589480,171675,761155,597,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,TSER,Other Teaching Services,2340,Librarians/Media Center Directors,In-District,82289,0,82289,65,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,category,TSER,Other Teaching Services,TSER,Other Teaching Services,,962379,171675,1134054,889,yes,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,total,TTPP,"Expenditure (Admin, Instruction, Operations)",TTPP,"Expenditure (Admin, Instruction, Operations)",,13465563,3527365,16992928,12870,yes,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,TUIT,Payments to Out-of-District Schools,9100,Tuition to Mass. Schools,Out-of-District,28282,0,28282,0,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,TUIT,Payments to Out-of-District Schools,9110,Tuition for School Choice,Out-of-District,68827,0,68827,0,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,TUIT,Payments to Out-of-District Schools,9120,Tuition to Commonwealth Charter Schools,Out-of-District,159273,0,159273,0,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,TUIT,Payments to Out-of-District Schools,9300,Tuition to Non-Public Schools,Out-of-District,740413,575000,1315413,0,,sources/state-dese/district-expenditures-by-function.xlsx
2009,01250000,Harvard,detail,TUIT,Payments to Out-of-District Schools,9400,Tuition to Collaboratives,Out-of-District,361482,0,361482,0,,sources/state-dese/district-expenditures-by-function.xlsx
2010,01250000,Harvard,detail,ADMN,Administration,1210,Superintendent,In-District,233313,0,233313,183,,sources/state-dese/district-expenditures-by-function.xlsx
2010,01250000,Harvard,detail,ADMN,Administration,1230,Other District-Wide Administration,In-District,15007,0,15007,12,,sources/state-dese/district-expenditures-by-function.xlsx
2010,01250000,Harvard,detail,ADMN,Administration,1410,Business and Finance,In-District,196660,0,196660,155,,sources/state-dese/district-expenditures-by-function.xlsx
2010,01250000,Harvard,detail,ADMN,Administration,1420,Human Resources and Benefits,In-District,0,1077,1077,1,,sources/state-dese/district-expenditures-by-function.xlsx
2010,01250000,Harvard,detail,ADMN,Administration,1430,Legal Service for School Committee,In-District,29191,0,29191,23,,sources/state-dese/district-expenditures-by-function.xlsx
