kind,sy,org_code,org_name,org_type,stu_grp,subj_cat,subj,test_takers_cnt,tests_taken_cnt,one_test_cnt,two_test_cnt,three_test_cnt,four_test_cnt,five_plus_test_cnt,tests_taken,score_1,score_2,score_3,score_4,score_5,pct_1_2,pct_3_5
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Arts,Studio Art: Drawing,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,Arts,Studio Art: Drawing,,,,,,,,3,,,,,,,
performance,2019,01620505,Lunenburg High,School,High Needs,Arts,Studio Art: Drawing,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,Arts,Studio Art: Drawing,,,,,,,,3,,,,,,,
performance,2019,01620505,Lunenburg High,School,All Students,English Language Arts,English Lang/Comp,,,,,,,,36,0,8,10,12,6,0.222,0.778
performance,2019,01620505,Lunenburg High,School,Asian,English Language Arts,English Lang/Comp,,,,,,,,3,,,,,,,
performance,2019,01620505,Lunenburg High,School,Black or African American,English Language Arts,English Lang/Comp,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,English Language Arts,English Lang/Comp,,,,,,,,7,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,English Language Arts,English Lang/Comp,,,,,,,,28,0,7,9,9,3,0.25,0.75
performance,2019,01620505,Lunenburg High,School,High Needs,English Language Arts,English Lang/Comp,,,,,,,,7,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,English Language Arts,English Lang/Comp,,,,,,,,8,,,,,,,
performance,2019,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",English Language Arts,English Lang/Comp,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Students with Disabilities,English Language Arts,English Lang/Comp,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,English Language Arts,English Lang/Comp,,,,,,,,31,0,7,9,9,6,0.226,0.774
performance,2019,01620505,Lunenburg High,School,All Students,English Language Arts,English Language Arts,,,,,,,,71,0,16,31,18,6,0.225,0.775
performance,2019,01620505,Lunenburg High,School,Asian,English Language Arts,English Language Arts,,,,,,,,5,,,,,,,
performance,2019,01620505,Lunenburg High,School,Black or African American,English Language Arts,English Language Arts,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,English Language Arts,English Language Arts,,,,,,,,10,0,4,2,2,2,0.4,0.6
performance,2019,01620505,Lunenburg High,School,Female,English Language Arts,English Language Arts,,,,,,,,48,0,12,19,14,3,0.25,0.75
performance,2019,01620505,Lunenburg High,School,High Needs,English Language Arts,English Language Arts,,,,,,,,10,0,4,2,2,2,0.4,0.6
performance,2019,01620505,Lunenburg High,School,Male,English Language Arts,English Language Arts,,,,,,,,23,0,4,12,4,3,0.174,0.826
performance,2019,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",English Language Arts,English Language Arts,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,English Language Arts,English Language Arts,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Students with Disabilities,English Language Arts,English Language Arts,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,English Language Arts,English Language Arts,,,,,,,,63,0,15,27,15,6,0.238,0.762
performance,2019,01620505,Lunenburg High,School,All Students,English Language Arts,English Lit/Comp,,,,,,,,35,0,8,21,6,0,0.229,0.771
performance,2019,01620505,Lunenburg High,School,Asian,English Language Arts,English Lit/Comp,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,English Language Arts,English Lit/Comp,,,,,,,,3,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,English Language Arts,English Lit/Comp,,,,,,,,20,0,5,10,5,0,0.25,0.75
performance,2019,01620505,Lunenburg High,School,High Needs,English Language Arts,English Lit/Comp,,,,,,,,3,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,English Language Arts,English Lit/Comp,,,,,,,,15,0,3,11,1,0,0.2,0.8
performance,2019,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,English Language Arts,English Lit/Comp,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,English Language Arts,English Lit/Comp,,,,,,,,32,0,8,18,6,0,0.25,0.75
performance,2019,01620505,Lunenburg High,School,All Students,Foreign Languages,Foreign Languages,,,,,,,,8,,,,,,,
performance,2019,01620505,Lunenburg High,School,Asian,Foreign Languages,Foreign Languages,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,Foreign Languages,Foreign Languages,,,,,,,,6,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,Foreign Languages,Foreign Languages,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,Foreign Languages,Foreign Languages,,,,,,,,7,,,,,,,
performance,2019,01620505,Lunenburg High,School,All Students,Foreign Languages,Latin: Vergil,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,Foreign Languages,Latin: Vergil,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,Foreign Languages,Latin: Vergil,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,Foreign Languages,Latin: Vergil,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,All Students,Foreign Languages,Spanish Lang,,,,,,,,6,,,,,,,
performance,2019,01620505,Lunenburg High,School,Asian,Foreign Languages,Spanish Lang,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,Foreign Languages,Spanish Lang,,,,,,,,5,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,Foreign Languages,Spanish Lang,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,Foreign Languages,Spanish Lang,,,,,,,,5,,,,,,,
performance,2019,01620505,Lunenburg High,School,All Students,History and Social Science,Govt & Pol: U.S.,,,,,,,,36,0,5,13,6,12,0.139,0.861
performance,2019,01620505,Lunenburg High,School,Asian,History and Social Science,Govt & Pol: U.S.,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,History and Social Science,Govt & Pol: U.S.,,,,,,,,4,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,History and Social Science,Govt & Pol: U.S.,,,,,,,,15,0,2,6,2,5,0.133,0.867
performance,2019,01620505,Lunenburg High,School,High Needs,History and Social Science,Govt & Pol: U.S.,,,,,,,,4,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,History and Social Science,Govt & Pol: U.S.,,,,,,,,21,0,3,7,4,7,0.143,0.857
performance,2019,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,History and Social Science,Govt & Pol: U.S.,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,History and Social Science,Govt & Pol: U.S.,,,,,,,,33,0,4,13,6,10,0.121,0.879
performance,2019,01620505,Lunenburg High,School,All Students,History and Social Science,History and Social Science,,,,,,,,66,2,11,20,13,20,0.197,0.803
performance,2019,01620505,Lunenburg High,School,Asian,History and Social Science,History and Social Science,,,,,,,,4,,,,,,,
performance,2019,01620505,Lunenburg High,School,Black or African American,History and Social Science,History and Social Science,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,History and Social Science,History and Social Science,,,,,,,,8,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,History and Social Science,History and Social Science,,,,,,,,34,1,6,9,8,10,0.206,0.794
performance,2019,01620505,Lunenburg High,School,High Needs,History and Social Science,History and Social Science,,,,,,,,8,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,History and Social Science,History and Social Science,,,,,,,,32,1,5,11,5,10,0.188,0.813
performance,2019,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",History and Social Science,History and Social Science,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Native Hawaiian or Other Pacific Islander,History and Social Science,History and Social Science,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,History and Social Science,History and Social Science,,,,,,,,59,1,10,19,12,17,0.186,0.814
performance,2019,01620505,Lunenburg High,School,All Students,History and Social Science,History: U.S.,,,,,,,,30,2,6,7,7,8,0.267,0.733
performance,2019,01620505,Lunenburg High,School,Asian,History and Social Science,History: U.S.,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Black or African American,History and Social Science,History: U.S.,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,History and Social Science,History: U.S.,,,,,,,,4,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,History and Social Science,History: U.S.,,,,,,,,19,1,4,3,6,5,0.263,0.737
performance,2019,01620505,Lunenburg High,School,High Needs,History and Social Science,History: U.S.,,,,,,,,4,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,History and Social Science,History: U.S.,,,,,,,,11,1,2,4,1,3,0.273,0.727
performance,2019,01620505,Lunenburg High,School,"Multi-Race, Not Hispanic or Latino",History and Social Science,History: U.S.,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,History and Social Science,History: U.S.,,,,,,,,26,1,6,6,6,7,0.269,0.731
performance,2019,01620505,Lunenburg High,School,All Students,Math and Computer Science,Calculus AB,,,,,,,,13,0,2,5,2,4,0.154,0.846
performance,2019,01620505,Lunenburg High,School,Asian,Math and Computer Science,Calculus AB,,,,,,,,4,,,,,,,
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Math and Computer Science,Calculus AB,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,Math and Computer Science,Calculus AB,,,,,,,,9,,,,,,,
performance,2019,01620505,Lunenburg High,School,High Needs,Math and Computer Science,Calculus AB,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,Math and Computer Science,Calculus AB,,,,,,,,4,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,Math and Computer Science,Calculus AB,,,,,,,,9,,,,,,,
performance,2019,01620505,Lunenburg High,School,All Students,Math and Computer Science,Math and Computer Science,,,,,,,,13,0,2,5,2,4,0.154,0.846
performance,2019,01620505,Lunenburg High,School,Asian,Math and Computer Science,Math and Computer Science,,,,,,,,4,,,,,,,
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Math and Computer Science,Math and Computer Science,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,Math and Computer Science,Math and Computer Science,,,,,,,,9,,,,,,,
performance,2019,01620505,Lunenburg High,School,High Needs,Math and Computer Science,Math and Computer Science,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,Math and Computer Science,Math and Computer Science,,,,,,,,4,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,Math and Computer Science,Math and Computer Science,,,,,,,,9,,,,,,,
performance,2019,01620505,Lunenburg High,School,All Students,Science and Technology,Biology,,,,,,,,15,0,3,5,6,1,0.2,0.8
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Science and Technology,Biology,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,Science and Technology,Biology,,,,,,,,11,0,3,3,4,1,0.273,0.727
performance,2019,01620505,Lunenburg High,School,High Needs,Science and Technology,Biology,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,Science and Technology,Biology,,,,,,,,4,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,Science and Technology,Biology,,,,,,,,15,0,3,5,6,1,0.2,0.8
performance,2019,01620505,Lunenburg High,School,All Students,Science and Technology,Chemistry,,,,,,,,11,1,4,4,2,0,0.455,0.545
performance,2019,01620505,Lunenburg High,School,Asian,Science and Technology,Chemistry,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Black or African American,Science and Technology,Chemistry,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Science and Technology,Chemistry,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,Science and Technology,Chemistry,,,,,,,,8,,,,,,,
performance,2019,01620505,Lunenburg High,School,High Needs,Science and Technology,Chemistry,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,Science and Technology,Chemistry,,,,,,,,3,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,Science and Technology,Chemistry,,,,,,,,8,,,,,,,
performance,2019,01620505,Lunenburg High,School,All Students,Science and Technology,Science and Technology,,,,,,,,26,1,7,9,8,1,0.308,0.692
performance,2019,01620505,Lunenburg High,School,Asian,Science and Technology,Science and Technology,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Black or African American,Science and Technology,Science and Technology,,,,,,,,1,,,,,,,
performance,2019,01620505,Lunenburg High,School,Economically Disadvantaged,Science and Technology,Science and Technology,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Female,Science and Technology,Science and Technology,,,,,,,,19,1,6,6,5,1,0.368,0.632
performance,2019,01620505,Lunenburg High,School,High Needs,Science and Technology,Science and Technology,,,,,,,,2,,,,,,,
performance,2019,01620505,Lunenburg High,School,Male,Science and Technology,Science and Technology,,,,,,,,7,,,,,,,
performance,2019,01620505,Lunenburg High,School,White,Science and Technology,Science and Technology,,,,,,,,23,0,6,8,8,1,0.261,0.739
performance,2018,01620000,Lunenburg,District,All Students,All Subjects,All Subjects,,,,,,,,214,14,55,85,39,21,0.322,0.678
performance,2018,01620000,Lunenburg,District,Asian,All Subjects,All Subjects,,,,,,,,13,0,7,5,1,0,0.538,0.462
performance,2018,01620000,Lunenburg,District,Black or African American,All Subjects,All Subjects,,,,,,,,4,,,,,,,
performance,2018,01620000,Lunenburg,District,Economically Disadvantaged,All Subjects,All Subjects,,,,,,,,21,1,12,6,1,1,0.619,0.381
performance,2018,01620000,Lunenburg,District,English Learners,All Subjects,All Subjects,,,,,,,,2,,,,,,,
performance,2018,01620000,Lunenburg,District,Female,All Subjects,All Subjects,,,,,,,,120,9,36,46,17,12,0.375,0.625
performance,2018,01620000,Lunenburg,District,High Needs,All Subjects,All Subjects,,,,,,,,24,2,12,8,1,1,0.583,0.417
performance,2018,01620000,Lunenburg,District,Hispanic or Latino,All Subjects,All Subjects,,,,,,,,2,,,,,,,
performance,2018,01620000,Lunenburg,District,Male,All Subjects,All Subjects,,,,,,,,94,5,19,39,22,9,0.255,0.745
performance,2018,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,All Subjects,All Subjects,,,,,,,,2,,,,,,,
performance,2018,01620000,Lunenburg,District,Students with Disabilities,All Subjects,All Subjects,,,,,,,,2,,,,,,,
performance,2018,01620000,Lunenburg,District,White,All Subjects,All Subjects,,,,,,,,193,13,46,78,37,19,0.306,0.694
performance,2018,01620000,Lunenburg,District,All Students,Arts,Arts,,,,,,,,6,,,,,,,
performance,2018,01620000,Lunenburg,District,English Learners,Arts,Arts,,,,,,,,1,,,,,,,
performance,2018,01620000,Lunenburg,District,Female,Arts,Arts,,,,,,,,5,,,,,,,
performance,2018,01620000,Lunenburg,District,High Needs,Arts,Arts,,,,,,,,1,,,,,,,
performance,2018,01620000,Lunenburg,District,Male,Arts,Arts,,,,,,,,1,,,,,,,
performance,2018,01620000,Lunenburg,District,White,Arts,Arts,,,,,,,,6,,,,,,,
performance,2018,01620000,Lunenburg,District,All Students,Arts,Studio Art: 2-D Design,,,,,,,,3,,,,,,,
performance,2018,01620000,Lunenburg,District,Female,Arts,Studio Art: 2-D Design,,,,,,,,3,,,,,,,
performance,2018,01620000,Lunenburg,District,White,Arts,Studio Art: 2-D Design,,,,,,,,3,,,,,,,
performance,2018,01620000,Lunenburg,District,All Students,Arts,Studio Art: Drawing,,,,,,,,3,,,,,,,
performance,2018,01620000,Lunenburg,District,English Learners,Arts,Studio Art: Drawing,,,,,,,,1,,,,,,,
performance,2018,01620000,Lunenburg,District,Female,Arts,Studio Art: Drawing,,,,,,,,2,,,,,,,
performance,2018,01620000,Lunenburg,District,High Needs,Arts,Studio Art: Drawing,,,,,,,,1,,,,,,,
performance,2018,01620000,Lunenburg,District,Male,Arts,Studio Art: Drawing,,,,,,,,1,,,,,,,
performance,2018,01620000,Lunenburg,District,White,Arts,Studio Art: Drawing,,,,,,,,3,,,,,,,
performance,2018,01620000,Lunenburg,District,All Students,English Language Arts,English Lang/Comp,,,,,,,,48,1,8,17,17,5,0.188,0.813
performance,2018,01620000,Lunenburg,District,Asian,English Language Arts,English Lang/Comp,,,,,,,,4,,,,,,,
performance,2018,01620000,Lunenburg,District,Black or African American,English Language Arts,English Lang/Comp,,,,,,,,1,,,,,,,
performance,2018,01620000,Lunenburg,District,Economically Disadvantaged,English Language Arts,English Lang/Comp,,,,,,,,6,,,,,,,
performance,2018,01620000,Lunenburg,District,Female,English Language Arts,English Lang/Comp,,,,,,,,28,0,5,10,10,3,0.179,0.821
performance,2018,01620000,Lunenburg,District,High Needs,English Language Arts,English Lang/Comp,,,,,,,,6,,,,,,,
performance,2018,01620000,Lunenburg,District,Male,English Language Arts,English Lang/Comp,,,,,,,,20,1,3,7,7,2,0.2,0.8
performance,2018,01620000,Lunenburg,District,Native Hawaiian or Other Pacific Islander,English Language Arts,English Lang/Comp,,,,,,,,1,,,,,,,
