dor_code,municipality,fy,vote_date,result,yes_votes,no_votes,vote_type,department,description,amount,source_file,sha256
080,Dudley,2024,2023-08-17,WIN,1660,1057,Override,PUBLIC SAFETY,"Funding Fire Dept. 366,764.55 And Police 189,346.54",556111,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
080,Dudley,2027,2026-06-15,LOSS,307,937,Override,GENERAL GOVERNMENT,Funding Operational And Contractual Obligations Of The Town,1985187,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,1990,1989-04-01,WIN,170,124,Override,PUBLIC WORKS & FACILITIES,Consulting Fee'S For Plan/Close Landfill,46000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,1991,1990-05-01,LOSS,234,303,Override,SCHOOL,Fund Reg. Sch. District,143036,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,1991,1990-05-01,LOSS,114,417,Override,PUBLIC WORKS & FACILITIES,Reconstruct/Resurface Street,18000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,1991,1990-05-01,LOSS,190,346,Override,PUBLIC WORKS & FACILITIES,Highway Dept. Salaries,33500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,1991,1990-05-01,LOSS,115,420,Override,GENERAL GOVERNMENT,Purchase Computer Hardware/Software,19600,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,1991,1990-06-01,WIN,267,257,Override,SCHOOL,Fund Town'S Share/Reg.Sch.Dist Budget,143036,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,1992,1991-05-20,LOSS,195,222,Override,SCHOOL,Share Of Budget For Dunstable-Groton Reg,30838,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,1992,1991-05-20,LOSS,148,267,Override,FUNDS,Conservation Fund,5000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,1994,1993-07-26,WIN,314,308,Override,SCHOOL,Additional Taxes For Regional School,125000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,2003,2002-05-20,WIN,380,293,Override,SCHOOL,Groton-Dunstable Reg School Assessments,139714,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,2008,2007-07-30,WIN,627,349,Override,GENERAL OPERATING,General Operating Expenditures,79494,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,2009,2008-09-09,WIN,398,274,Override,PUBLIC WORKS & FACILITIES,Covering The Fy09 Town Budget Deficit Caused By Excess Expenditures For Snow Removal,220758.41,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,2015,2014-05-19,WIN,459,304,Override,GENERAL OPERATING,Supplementing The Total Town Operating Budget,200000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,2017,2016-06-30,WIN,395,326,Override,SCHOOL,Operating Expense For Gdrsd,475000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,2022,2021-05-18,WIN,243,205,Override,PUBLIC SAFETY,Fund Police Budget,125000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,2025,2024-04-02,LOSS,520,648,Override,GENERAL OPERATING,Operating Budget Of Town And Schools,2074351,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
081,Dunstable,2026,2025-05-20,WIN,534,355,Override,GENERAL OPERATING,Operating Budget Of Town And Schools,480841,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
082,Duxbury,1990,1989-04-01,WIN,2424,2045,Override,GENERAL OPERATING,Gen. Budget Expenditures,1000000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
082,Duxbury,1990,1989-04-01,LOSS,2165,2271,Override,GENERAL OPERATING,Gen. Budget Expenditures,1496066,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
082,Duxbury,1990,1989-10-01,LOSS,963,1429,Override,PUBLIC SAFETY,Fire Dept. Paramedic,200000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
082,Duxbury,1992,1991-05-11,LOSS,1759,2146,Override,SCHOOL,Funding School Dept. Programs,660000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
082,Duxbury,2026,2025-03-22,LOSS,2014,2212,Override,GENERAL GOVERNMENT,Town Ops Budget And Schools,5800000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
082,Duxbury,2027,2026-03-28,WIN,2189,1936,Override,GENERAL GOVERNMENT,Levy Limit Override To Fund Operating Budgets Of Town And Schools,1891916,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
085,East Longmeadow,1991,1990-06-01,WIN,2330,2095,Override,GENERAL OPERATING,General Oper. Budget,793493,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
085,East Longmeadow,1993,1992-06-16,WIN,1310,1209,Override,PUBLIC SAFETY,Fund Operating Budget Of Fire Department,37451,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
085,East Longmeadow,1993,1992-06-16,LOSS,1205,1326,Override,SCHOOL,Fund School Department Budget,342660,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
085,East Longmeadow,1996,1995-06-13,LOSS,910,1106,Override,SCHOOL,Operating Budget Of School Department,248579,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-07-01,WIN,809,615,Override,HEALTH AND HUMAN SERVICE,Fund Child Developmt. Program,1800,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-07-01,WIN,746,701,Override,HEALTH AND HUMAN SERVICE,Fund Cape Human Services Program,8181,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-07-01,LOSS,724,727,Override,GENERAL OPERATING,Gen. Oper. Budget,193978,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-07-01,LOSS,703,743,Override,HEALTH AND HUMAN SERVICE,Funding For Counseling Services,4518,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-07-01,LOSS,669,773,Override,HEALTH AND HUMAN SERVICE,Fund Independent House Inc.Sevices,1463,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-07-01,LOSS,659,787,Override,HEALTH AND HUMAN SERVICE,Fund Cape Council On Alcohol Program,2430,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-07-01,LOSS,606,834,Override,HEALTH AND HUMAN SERVICE,Fund Cape Legal Services Program,3150,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-06-01,LOSS,824,962,Override,HEALTH AND HUMAN SERVICE,Human Services Articles,28985,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-06-01,LOSS,716,1069,Override,HEALTH AND HUMAN SERVICE,Housing Authority Operation,2500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-06-01,LOSS,715,1069,Override,PUBLIC SAFETY,Repairs Ro Fire Station,27487,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-06-01,LOSS,709,1079,Override,GENERAL OPERATING,Town Operating Budget,785421,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-06-01,LOSS,702,1079,Override,GENERAL GOVERNMENT,Maint Comput.Equip. And Software-Training,15000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-06-01,LOSS,599,1180,Override,CULTURE AND RECREATION,Pick Up Truck For Natural Resources,11464,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-07-01,WIN,755,575,Override,HEALTH AND HUMAN SERVICE,Fund Nauset Workshop Inc. Services,4275,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1991,1990-07-01,WIN,836,608,Override,HEALTH AND HUMAN SERVICE,Sight Loss Services Funding,270,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,LOSS,804,876,Override,HEALTH AND HUMAN SERVICE,Legal Services,4000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,LOSS,763,932,Override,PUBLIC SAFETY,Fire Station Repairs,25000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,LOSS,757,932,Override,GENERAL OPERATING,Salary Adjustment,54311,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,LOSS,755,944,Override,PUBLIC SAFETY,Police Cruiser,15580,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,LOSS,716,975,Override,PUBLIC SAFETY,Police Salary,16007,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,LOSS,686,1012,Override,CULTURE AND RECREATION,Pick-Up Truck,15484,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,LOSS,589,1081,Override,PUBLIC WORKS & FACILITIES,Engineering And Repairs,11750,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,LOSS,837,851,Override,HEALTH AND HUMAN SERVICE,Housing Authority Expenses,600,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,859,815,Override,PUBLIC SAFETY,Air Packs And Bottles,18712,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,902,785,Override,HEALTH AND HUMAN SERVICE,Access House,500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,930,746,Override,HEALTH AND HUMAN SERVICE,Independence House,2069,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,1005,680,Override,HEALTH AND HUMAN SERVICE,Head Start Program,2000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,1009,682,Override,CULTURE AND RECREATION,Shellfish Propagation,1680,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,1010,686,Override,HEALTH AND HUMAN SERVICE,Cape Cod Mental Health Association,4518,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,1015,680,Override,HEALTH AND HUMAN SERVICE,Human Services Committee,8181,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,1021,663,Override,HEALTH AND HUMAN SERVICE,Cape Outreach Council,1200,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,1024,661,Override,SCHOOL,Pre-School Programs,1500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,1047,656,Override,SCHOOL,Teaching Positions,40399,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,1058,630,Override,HEALTH AND HUMAN SERVICE,Sight Loss Services,500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,1061,645,Override,SCHOOL,School Renovations,3425,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,1077,605,Override,HEALTH AND HUMAN SERVICE,Nauset Workshop,5272,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,1088,608,Override,CULTURE AND RECREATION,Books For Library,11160,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1992,1991-06-01,WIN,922,762,Override,HEALTH AND HUMAN SERVICE,Council On Alcoholism,2430,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1993,1992-06-18,WIN,731,557,Override,GENERAL OPERATING,Salaries For Employees,17727,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1993,1992-06-18,WIN,795,491,Override,GENERAL OPERATING,Equipment For Several Departments,12305,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1993,1992-06-18,WIN,796,487,Override,SCHOOL,Funding Elem School Operating Budget,61059,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1993,1992-06-18,WIN,798,487,Override,SCHOOL,Funding School Operating Budget Regional,64752,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1993,1992-06-18,WIN,803,484,Override,SCHOOL,Funding Maintenance For Elem Classrooms,11961,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1993,1992-06-18,WIN,699,583,Override,SCHOOL,Funding Elem School Building Committee,1000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1993,1992-06-18,WIN,836,451,Override,HEALTH AND HUMAN SERVICE,Funding Human Services Programs,29240,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1994,1993-05-18,LOSS,331,391,Override,SCHOOL,Design Services For Addit To Elem School,15000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1994,1993-05-18,LOSS,339,383,Override,SCHOOL,Addit Money For Elementary School,41016,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1994,1993-06-22,WIN,598,480,Override,SCHOOL,Addit  Funds For Regional School,47247,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1994,1993-06-22,WIN,616,462,Override,SCHOOL,Addit  Funds For Elementary School,24653,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1994,1993-05-18,LOSS,303,414,Override,SCHOOL,Addit Money For School Construction,20124,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1995,1994-05-17,WIN,762,624,Override,HEALTH AND HUMAN SERVICE,Fund Aids Program Support Group,1500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1995,1994-05-17,WIN,701,684,Override,SCHOOL,Computers For Elementary School,39484,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1995,1994-05-17,LOSS,653,710,Override,SCHOOL,Gen.Gov Expenses Relating To Ed.Ref.Act.,153422,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1995,1994-05-17,LOSS,650,711,Override,CULTURE AND RECREATION,Contract Arrangements Service Of Director,9608,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1995,1994-05-17,LOSS,609,770,Override,SCHOOL,Elementary School Spending,68875,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1995,1994-05-17,LOSS,590,769,Override,PUBLIC WORKS & FACILITIES,Dock Maintenance Duties-Hire Wharfinger,3791,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1995,1994-05-17,LOSS,502,877,Override,SCHOOL,Regional School Budget,108102,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1995,1994-05-17,LOSS,453,909,Override,HEALTH AND HUMAN SERVICE,Hiring Assistant Health Aid,23500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1995,1994-10-13,WIN,431,283,Override,GENERAL OPERATING,General Operating Budget,76371,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1995,1994-06-30,WIN,435,414,Override,GENERAL GOVERNMENT,General Government Operating Budget,135386,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1995,1994-06-30,LOSS,404,449,Override,SCHOOL,Fund School Budget,39786,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,1995,1994-06-30,LOSS,352,496,Override,SCHOOL,Fund Towns Share Of Regional School Bud.,76371,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2004,2003-05-19,WIN,985,579,Override,GENERAL GOVERNMENT,Fund Operating Budget For Town & Schools In Fy04,800000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2005,2004-05-18,WIN,940,835,Override,CULTURE AND RECREATION,Ocean Beach To Be Developed On Town Owned Land On Ocean View Drive,125000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2012,2011-05-17,WIN,844,535,Override,GENERAL OPERATING,Operating Budget Of Town And Schools,500000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2016,2015-05-19,WIN,450,246,Override,SCHOOL,Funding The Operating And School Budgets,850000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2019,2017-10-24,WIN,687,182,Override,GENERAL GOVERNMENT,"Funding Four New Positions In The Fire Department, The Cost Of The Four New Positions To Be Offset In The First Two Years By A Federal Grant In The Amount Of 75 Percent Of The Total Cost And In The Third Year By 35 Percent Of The Total Cost",366000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2021,2020-10-06,WIN,948,506,Override,GENERAL GOVERNMENT,Funding Family Support Package,490500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2021,2020-10-06,WIN,932,522,Override,GENERAL GOVERNMENT,Permanent Funding To Town'S Capital Plan,400000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2023,2022-05-17,WIN,252,152,Override,GENERAL OPERATING,Funding Fy23 Budget,500000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2024,2023-05-16,WIN,716,351,Override,GENERAL GOVERNMENT,Collective Bargaining And Training,710000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2025,2024-05-21,WIN,845,291,Override,PUBLIC SAFETY,Funding For 2 New Police Officers,300000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2025,2024-05-21,WIN,739,398,Override,SCHOOL,"$1,020,000 To Fund School District Assessments",1020000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2027,2026-05-19,WIN,946,435,Override,SCHOOL,Preschool Program,75000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2027,2026-05-19,WIN,829,545,Override,CULTURE AND RECREATION,Additional Recreation Staff Position,87500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2027,2026-05-19,WIN,948,435,Override,CULTURE AND RECREATION,Council On Aging Staff Position,37500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2027,2026-05-19,WIN,839,541,Override,GENERAL OPERATING,General Operating Budget,2790000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
086,Eastham,2027,2026-05-19,WIN,685,683,Override,GENERAL GOVERNMENT,Online Permitting Program,45000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
087,Easthampton,1992,1991-06-17,LOSS,1215,2233,Override,GENERAL OPERATING,Fund Towns Operating Budget,670000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
087,Easthampton,1994,1993-07-23,LOSS,1082,1475,Override,SCHOOL,Additional Money For School Dept  Budget,70000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
087,Easthampton,1994,1993-04-05,LOSS,1528,2383,Override,SCHOOL,Restoring Portion Of School Bus Service,182000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
087,Easthampton,1994,1993-04-05,LOSS,1683,2216,Override,PUBLIC WORKS & FACILITIES,Street And Highway Improvemsnts,90350,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
087,Easthampton,1994,1993-04-05,LOSS,1771,2151,Override,SCHOOL,Addtional Education Expenses For School,225000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
