fy,lea,district,geo_level,indicator_category,indicator,indicator_level,printing,denominator_cnt,measure_cnt,measure_pct,value_type,reconciles,doc_id
2021,01620000,Lunenburg,district,Grade Span,Total Students with Disabilities,total,1,261,261,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,In District/Out of District,In-District,member,1,261,249,0.954,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,In District/Out of District,Out-of-District,member,1,261,12,0.046,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,In District/Out of District,Total Students with Disabilities,total,1,261,261,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Placement,Full Inclusion,member,1,261,172,0.659,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Placement,Partial Inclusion,member,1,261,27,0.103,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Placement,Separate School in District,member,1,261,3,0.011,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Placement,Substantially Separate,member,1,261,44,0.169,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Placement,Total Students with Disabilities,total,1,261,261,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Race/Ethnicity,Asian,member,1,261,2,0.008,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Race/Ethnicity,Black or African American,member,1,261,8,0.031,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Race/Ethnicity,Hispanic or Latino,member,1,261,30,0.115,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Race/Ethnicity,Other,member,1,261,4,0.015,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Race/Ethnicity,Total Students with Disabilities,total,1,261,261,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Race/Ethnicity,White,member,1,261,217,0.831,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,41.5,249,0.167,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Services,member,1,11,249,0.044,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Support,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Teachers,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Total Special Education FTEs,total,1,59.5,249,0.239,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,01620000,Lunenburg,district,Special Education FTEs per 100 SWDs,Total Students with Disabilities,member,1,249,249,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type,Autism,member,1,427,52,0.122,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type,Communication Disability,member,1,427,44,0.103,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type,Developmental Delay,member,1,427,66,0.155,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type,Emotional Disability,member,1,427,59,0.138,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type,Health Impairment,member,1,427,104,0.244,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type,Other Disability,member,1,427,156,0.365,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type,Other Disability,member,2,427,127,0.297,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type,Specific Learning Disabilities,member,1,427,71,0.166,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type,Total Students with Disabilities,total,1,427,427,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type All,Autism,member,1,427,52,0.122,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type All,Communication Disability,member,1,427,44,0.103,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type All,Developmental Delay,member,1,427,66,0.155,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type All,Emotional Disability,member,1,427,59,0.138,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type All,Health Impairment,member,1,427,104,0.244,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type All,Intellectual Disability,member,1,427,10,0.023,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type All,Multiple Disabilities,member,1,427,4,0.009,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type All,Neurological Disability,member,1,427,9,0.021,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type All,Physical Impairment,member,1,427,1,0.002,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type All,Sensory Impairment,member,1,427,7,0.016,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type All,Specific Learning Disabilities,member,1,427,71,0.166,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Disability Type All,Total Students with Disabilities,total,1,427,427,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities Only,member,1,415,264,0.636,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and Economically Disadvantaged or Low Income,member,1,415,144,0.347,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,Students with Disabilities and English Learners,member,1,415,1,0.002,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,"Students with Disabilities, English Learners, and Economically Disadvantaged or Low Income",member,1,415,6,0.014,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,EL and Low Income/Economically Disadvantaged,Total Students with Disabilities,total,1,415,415,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Enrollment,Students with Disabilities,member,1,2206,427,0.194,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Enrollment,Students without Disabilities,member,1,2206,1779,0.806,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Enrollment,Total In- and Out-of-District Students,total,1,2206,2206,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Gender,Female,member,1,427,137,0.321,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Gender,Male,member,1,427,290,0.679,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Gender,Total Students with Disabilities,total,1,427,427,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Grade Span,Grades 3 to 5,member,1,427,91,0.213,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Grade Span,Grades 6 to 8,member,1,427,120,0.281,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Grade Span,Grades 9 to 12,member,1,427,112,0.262,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Grade Span,PK to 2,member,1,427,90,0.211,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Grade Span,Special Education Beyond Grade 12,member,1,427,14,0.033,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Grade Span,Total Students with Disabilities,total,1,427,427,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,In District/Out of District,In-District,member,1,427,415,0.972,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,In District/Out of District,Out-of-District,member,1,427,12,0.028,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,In District/Out of District,Total Students with Disabilities,total,1,427,427,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Placement,Full Inclusion,member,1,427,306,0.717,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Placement,Partial Inclusion,member,1,427,68,0.159,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Placement,Separate School in District,member,1,427,1,0.002,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Placement,Substantially Separate,member,1,427,39,0.091,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Placement,Total Students with Disabilities,total,1,427,427,1.0,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Race/Ethnicity,Asian,member,1,427,0,0.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Race/Ethnicity,Black or African American,member,1,427,6,0.014,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Race/Ethnicity,Hispanic or Latino,member,1,427,20,0.047,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Race/Ethnicity,Other,member,1,427,21,0.049,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Race/Ethnicity,Total Students with Disabilities,total,1,427,427,1.0,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Race/Ethnicity,White,member,1,427,380,0.89,Percent,yes,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Special Education FTEs per 100 SWDs,Paraprofessionals,member,1,67.4,415,0.162,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Special Education FTEs per 100 SWDs,Services,member,1,,,,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Special Education FTEs per 100 SWDs,Support,member,1,7.5,415,0.018,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
2021,06100000,Ashburnham-Westminster,district,Special Education FTEs per 100 SWDs,Teachers,member,1,23.3,415,0.056,Percent,no,sources/state-dese/dese-sped-program-characteristics.xlsx
